1507013;嗜血鬼爪
180197;天道碎片⑦
1507015;嗜血鬼爪
1507016;嗜血鬼爪
1507017;嗜血鬼爪
1507018;嗜血鬼爪
1507019;嗜血鬼爪
172006;朱雀鞋子
1507021;嗜血鬼爪
180198;天道碎片⑧
1507023;嗜血鬼爪
1507024;嗜血鬼爪
1507025;嗜血鬼爪
1507026;嗜血鬼爪
1507027;嗜血鬼爪
172007;法神鞋子
1507029;嗜血鬼爪
1507030;嗜血鬼爪
1507031;嗜血鬼爪
1507032;嗜血鬼爪
1507033;嗜血鬼爪
1507034;嗜血鬼爪
1507035;嗜血鬼爪
172008;法神鞋子
1507037;嗜血鬼爪
180200;神器-铁画银钩
1507039;嗜血鬼爪
1507040;嗜血鬼爪
1507041;嗜血鬼爪
1507042;嗜血鬼爪
1507043;嗜血鬼爪
172009;天狼鞋子
1507045;嗜血鬼爪
180201;明王碎片①
1507047;嗜血鬼爪
1507048;嗜血鬼爪
1507049;嗜血鬼爪
1507050;嗜血鬼爪
1507051;嗜血鬼爪
172010;苍炎鞋子
1507053;嗜血鬼爪
180202;明王碎片②
1507055;嗜血鬼爪
1507056;嗜血鬼爪
1507057;嗜血鬼爪
1507058;嗜血鬼爪
1507059;嗜血鬼爪
172011;月影鞋子
1507061;嗜血鬼爪
180203;明王碎片③
1507063;嗜血鬼爪
1507064;嗜血鬼爪
1507065;嗜血鬼爪
1507066;嗜血鬼爪
1507067;嗜血鬼爪
172012;轮回鞋子
1507069;嗜血鬼爪
180204;明王碎片④
1507071;嗜血鬼爪
1507072;嗜血鬼爪
1507073;嗜血鬼爪
1507074;嗜血鬼爪
1507075;嗜血鬼爪
172013;逐日法靴
1507077;嗜血鬼爪
180205;明王碎片⑤
1507079;嗜血鬼爪
1507080;嗜血鬼爪
1507081;嗜血鬼爪
1507082;嗜血鬼爪
1507083;嗜血鬼爪
172014;王者法靴
1507085;嗜血鬼爪
180206;明王碎片⑥
1507087;嗜血鬼爪
1507088;嗜血鬼爪
1507089;嗜血鬼爪
1507090;嗜血鬼爪
1507091;嗜血鬼爪
172015;炎龙法靴
1507093;嗜血鬼爪
180207;明王碎片⑦
1507095;嗜血鬼爪
1507096;嗜血鬼爪
1507097;嗜血鬼爪
1507098;嗜血鬼爪
1507099;嗜血鬼爪
172016;荣耀法靴
180208;明王碎片⑧
172017;虎威法靴
172018;天龙法靴
180210;神器-铁画银钩
172019;主宰法靴
180211;封雪碎片①
172020;浩月法靴
180212;封雪碎片②
172021;乾坤法靴
180213;封雪碎片③
172022;乾坤法靴
180214;封雪碎片④
180215;封雪碎片⑤
180216;封雪碎片⑥
180217;封雪碎片⑦
180218;封雪碎片⑧
180220;神器-铁画银钩
200700;红色1级装备
180221;赤明碎片①
200701;红色10级装备
180222;赤明碎片②
200702;红色20级装备
102401;海魂
180223;赤明碎片③
200703;红色30级装备
180224;赤明碎片④
200704;红色40级装备
102402;海魂
180225;赤明碎片⑤
200705;红色50级装备
180226;赤明碎片⑥
200706;红色60级装备
102403;观月
180227;赤明碎片⑦
200707;红色70级装备
180228;赤明碎片⑧
200708;红色80级装备
102404;观月
311300;无影·首篇
200709;红色1转装备
311301;无影·首篇
180230;神器-铁画银钩
311302;无影·首篇
200710;红色2转装备
102405;魔杖
180231;魔魂碎片①
311304;无影·首篇
200711;红色3转装备
311305;无影·首篇
180232;魔魂碎片②
200712;红色4转装备
102406;魔杖
516101;强攻
180233;魔魂碎片③
1409002;神·毁灭圣角
1409003;神·毁灭圣角
516102;强攻
1409005;神·毁灭圣角
200713;红色5转装备
524301;乾坤
516103;强攻
180234;魔魂碎片④
1409010;神·毁灭圣角
524303;乾坤
516104;强攻
524304;乾坤
200714;红色6转装备
102407;骨玉
516105;强攻
180235;魔魂碎片⑤
1409018;神·毁灭圣角
524307;乾坤
516106;强攻
524308;乾坤
200715;红色7转装备
524309;乾坤
516107;强攻
180236;魔魂碎片⑥
1409026;神·毁灭圣角
524311;乾坤
516108;强攻
524312;乾坤
200716;红色8转装备
102408;骨玉
516109;强攻
180237;魔魂碎片⑦
1409034;神·毁灭圣角
524315;乾坤
516110;强攻
524316;乾坤
200717;红色9转装备
524317;乾坤
516111;强攻
180238;魔魂碎片⑧
1409042;神·毁灭圣角
524319;乾坤
516112;强攻
524320;乾坤
200718;红色10转装备
102409;噬魂
516113;强攻
524322;乾坤
1409050;神·毁灭圣角
524323;乾坤
516114;强攻
524324;乾坤
200719;红色11转装备
524325;乾坤
516115;强攻
180240;神器-铁画银钩
1409058;神·毁灭圣角
524327;乾坤
516116;强攻
524328;乾坤
200720;红色12转装备
102410;玄天
516117;强攻
180241;夺魂碎片①
1409066;神·毁灭圣角
524331;乾坤
516118;强攻
524332;乾坤
200721;红色1级装备
524333;乾坤
516119;强攻
180242;夺魂碎片②
1409074;神·毁灭圣角
524335;乾坤
516120;强攻
524336;乾坤
200722;红色10级装备
102411;龙牙
516121;强攻
180243;夺魂碎片③
1409082;神·毁灭圣角
524339;乾坤
516122;强攻
524340;乾坤
200723;红色20级装备
524341;乾坤
516123;强攻
180244;夺魂碎片④
1409090;神·毁灭圣角
524343;乾坤
516124;强攻
524344;乾坤
200724;红色30级装备
102412;血饮
516125;强攻
180245;夺魂碎片⑤
1409098;神·毁灭圣角
524347;乾坤
516126;强攻
524348;乾坤
200725;红色40级装备
344100;天心·下篇
516127;强攻
180246;夺魂碎片⑥
344101;天心·下篇
516128;强攻
524352;乾坤
200726;红色50级装备
102413;幻月
516129;强攻
180247;夺魂碎片⑦
344103;天心·下篇
516130;强攻
524356;乾坤
200727;红色60级装备
524357;乾坤
516131;强攻
180248;夺魂碎片⑧
524359;乾坤
516132;强攻
524360;乾坤
200728;红色70级装备
102414;紫霞
516133;强攻
524362;乾坤
524363;乾坤
516134;强攻
524364;乾坤
200729;红色80级装备
524365;乾坤
516135;强攻
180250;神器-铁画银钩
524367;乾坤
516136;强攻
524368;乾坤
200730;红色1转装备
102415;广法
516137;强攻
180251;断魂碎片①
524371;乾坤
516138;强攻
131101;新手项链
200731;红色2转装备
524373;乾坤
516139;强攻
180252;断魂碎片②
524375;乾坤
516140;强攻
131102;魔鬼项链
200732;红色3转装备
102416;悟法
180253;断魂碎片③
524379;乾坤
131103;力量项链
200733;红色4转装备
180254;断魂碎片④
131104;力量项链
200734;红色5转装备
102417;明法
180255;断魂碎片⑤
131105;白虎项链
200735;红色6转装备
180256;断魂碎片⑥
131106;白虎项链
200736;红色7转装备
102418;通法
180257;断魂碎片⑦
131107;战圣项链
200737;红色8转装备
180258;断魂碎片⑧
131108;战圣项链
200738;红色9转装备
102419;玄宗
524402;乾坤
524403;乾坤
131109;虎翼项链
200739;红色10转装备
524405;乾坤
180260;神器-铁画银钩
524407;乾坤
131110;荒雷项链
200740;红色11转装备
102420;玄傲
180261;倚天碎片①
524411;乾坤
131111;曜阳项链
200741;红色12转装备
524413;乾坤
180262;倚天碎片②
524415;乾坤
131112;混沌项链
102421;天极
180263;倚天碎片③
524419;乾坤
131113;逐日战链
524421;乾坤
143401;小手镯
180264;倚天碎片④
524423;乾坤
131114;王者战链
102422;天极
143402;道士手镯
180265;倚天碎片⑤
524427;乾坤
131115;炎龙战链
524429;乾坤
143403;神魂手镯
180266;倚天碎片⑥
524431;乾坤
131116;荣耀战链
524433;乾坤
143404;神魂手镯
180267;倚天碎片⑦
524435;乾坤
131117;虎威战链
524437;乾坤
143405;青龙手镯
180268;倚天碎片⑧
524439;乾坤
131118;天龙战链
524441;乾坤
143406;青龙手镯
524442;乾坤
524443;乾坤
131119;主宰战链
524445;乾坤
143407;巫尊手镯
180270;神器-铁画银钩
524447;乾坤
131120;浩月战链
524449;乾坤
143408;巫尊手镯
180271;开天碎片①
524451;乾坤
131121;乾坤战链
524453;乾坤
143409;龙牙手镯
180272;开天碎片②
524455;乾坤
131122;乾坤战链
524457;乾坤
143410;流云手镯
180273;开天碎片③
524459;乾坤
524460;乾坤
524461;乾坤
143411;星痕手镯
180274;开天碎片④
524463;乾坤
524464;乾坤
524465;乾坤
143412;太虚手镯
180275;开天碎片⑤
524467;乾坤
524468;乾坤
524469;乾坤
143413;逐日道镯
180276;开天碎片⑥
524471;乾坤
524472;乾坤
524473;乾坤
143414;王者道镯
180277;开天碎片⑦
524475;乾坤
524476;乾坤
524477;乾坤
143415;炎龙道镯
180278;开天碎片⑧
524479;乾坤
524480;乾坤
508001;地镯
143416;荣耀道镯
524482;乾坤
311400;无影·首篇
524484;乾坤
311401;无影·首篇
143417;虎威道镯
524486;乾坤
311402;无影·首篇
524488;乾坤
311403;无影·首篇
143418;天龙道镯
524490;乾坤
311404;无影·首篇
524492;乾坤
311405;无影·首篇
143419;主宰道镯
524494;乾坤
508008;地镯
524496;乾坤
508009;地镯
143420;浩月道镯
524498;乾坤
508010;地镯
516202;强攻
508011;地镯
143421;乾坤道镯
508012;地镯
516204;强攻
508013;地镯
143422;乾坤道镯
508014;地镯
516206;强攻
508015;地镯
516207;强攻
508016;地镯
516208;强攻
508017;地镯
516209;强攻
508018;地镯
516210;强攻
508019;地镯
516211;强攻
508020;地镯
516212;强攻
516213;强攻
516214;强攻
516215;强攻
516216;强攻
516217;强攻
516218;强攻
516219;强攻
516220;强攻
172101;六角鞋子
516221;强攻
516222;强攻
172102;蛇瞳鞋子
516223;强攻
516224;强攻
172103;魔力鞋子
516225;强攻
516226;强攻
172104;魔力鞋子
516227;强攻
344201;天心·下篇
516228;强攻
172105;朱雀鞋子
516229;强攻
344203;天心·下篇
516230;强攻
172106;朱雀鞋子
516231;强攻
344205;天心·下篇
516232;强攻
172107;法神鞋子
516233;强攻
516234;强攻
172108;法神鞋子
516235;强攻
516236;强攻
172109;天狼鞋子
516237;强攻
516238;强攻
172110;苍炎鞋子
516239;强攻
516240;强攻
172111;月影鞋子
516241;强攻
516242;强攻
172112;轮回鞋子
516243;强攻
516244;强攻
172113;逐日法靴
516245;强攻
516246;强攻
172114;王者法靴
516247;强攻
516248;强攻
172115;炎龙法靴
516249;强攻
516250;强攻
172116;荣耀法靴
516251;强攻
516252;强攻
172117;虎威法靴
516253;强攻
516254;强攻
172118;天龙法靴
516255;强攻
516256;强攻
172119;主宰法靴
516257;强攻
516258;强攻
172120;浩月法靴
516259;强攻
516260;强攻
172121;乾坤法靴
172122;乾坤法靴
1508001;嗜血鬼爪
1508002;嗜血鬼爪
1508003;嗜血鬼爪
1508004;嗜血鬼爪
1508005;嗜血鬼爪
1508006;嗜血鬼爪
1508007;嗜血鬼爪
1508008;嗜血鬼爪
1508009;嗜血鬼爪
1508010;嗜血鬼爪
200801;精品圣物宝箱
1508012;嗜血鬼爪
1508013;嗜血鬼爪
1508014;嗜血鬼爪
1508015;嗜血鬼爪
1508016;嗜血鬼爪
1508017;嗜血鬼爪
1508018;嗜血鬼爪
200802;极品圣物宝箱
1508020;嗜血鬼爪
1508021;嗜血鬼爪
1508022;嗜血鬼爪
1508023;嗜血鬼爪
1508024;嗜血鬼爪
1508025;嗜血鬼爪
1508026;嗜血鬼爪
200803;神品圣物宝箱
1508028;嗜血鬼爪
1508029;嗜血鬼爪
1508030;嗜血鬼爪
1508031;嗜血鬼爪
1508032;嗜血鬼爪
1508033;嗜血鬼爪
1508034;嗜血鬼爪
200804;精品圣物宝箱
1508036;嗜血鬼爪
1508037;嗜血鬼爪
1508038;嗜血鬼爪
1508039;嗜血鬼爪
1508040;嗜血鬼爪
1508041;嗜血鬼爪
1508042;嗜血鬼爪
200805;至尊圣物宝箱
1508044;嗜血鬼爪
1508045;嗜血鬼爪
1508046;嗜血鬼爪
1508047;嗜血鬼爪
1508048;嗜血鬼爪
1508049;嗜血鬼爪
1508050;嗜血鬼爪
1508051;嗜血鬼爪
1508052;嗜血鬼爪
1508053;嗜血鬼爪
1508054;嗜血鬼爪
1508055;嗜血鬼爪
1508056;嗜血鬼爪
1508057;嗜血鬼爪
1508058;嗜血鬼爪
1508059;嗜血鬼爪
1508060;嗜血鬼爪
1508061;嗜血鬼爪
1508062;嗜血鬼爪
1508063;嗜血鬼爪
1508064;嗜血鬼爪
1508065;嗜血鬼爪
1508066;嗜血鬼爪
1508067;嗜血鬼爪
508101;地镯
1508069;嗜血鬼爪
1508070;嗜血鬼爪
1508071;嗜血鬼爪
508102;地镯
1508073;嗜血鬼爪
1508074;嗜血鬼爪
1508075;嗜血鬼爪
508103;地镯
1508077;嗜血鬼爪
1508078;嗜血鬼爪
1508079;嗜血鬼爪
508104;地镯
1508081;嗜血鬼爪
1508082;嗜血鬼爪
1508083;嗜血鬼爪
508105;地镯
1508085;嗜血鬼爪
1508086;嗜血鬼爪
1508087;嗜血鬼爪
508106;地镯
1508089;嗜血鬼爪
1508090;嗜血鬼爪
1508091;嗜血鬼爪
508107;地镯
1508093;嗜血鬼爪
1508094;嗜血鬼爪
1508095;嗜血鬼爪
508108;地镯
1508097;嗜血鬼爪
1508098;嗜血鬼爪
1508099;嗜血鬼爪
508109;地镯
516301;强攻
508110;地镯
516302;强攻
508111;地镯
516303;强攻
508112;地镯
516304;强攻
508113;地镯
516305;强攻
508114;地镯
516306;强攻
508115;地镯
516307;强攻
508116;地镯
516308;强攻
508117;地镯
516309;强攻
508118;地镯
516310;强攻
508119;地镯
516311;强攻
508120;地镯
516312;强攻
508121;地镯
516313;强攻
508122;地镯
516314;强攻
508123;地镯
516315;强攻
508124;地镯
516316;强攻
508125;地镯
516317;强攻
508126;地镯
516318;强攻
508127;地镯
516319;强攻
508128;地镯
516320;强攻
508129;地镯
516321;强攻
508130;地镯
516322;强攻
508131;地镯
516323;强攻
508132;地镯
516324;强攻
508133;地镯
516325;强攻
508134;地镯
516326;强攻
344300;天心·下篇
516327;强攻
344301;天心·下篇
516328;强攻
344302;天心·下篇
516329;强攻
344303;天心·下篇
516330;强攻
344304;天心·下篇
516331;强攻
344305;天心·下篇
516332;强攻
516333;强攻
516334;强攻
516335;强攻
516336;强攻
516337;强攻
516338;强攻
131201;新手项链
516339;强攻
516340;强攻
131202;魔鬼项链
516341;强攻
516342;强攻
131203;力量项链
516343;强攻
516344;强攻
131204;力量项链
516345;强攻
516346;强攻
131205;白虎项链
516347;强攻
516348;强攻
131206;白虎项链
516349;强攻
516350;强攻
131207;战圣项链
516351;强攻
1410001;圣·毁灭圣角
1410002;圣·毁灭圣角
1410003;圣·毁灭圣角
516352;强攻
131208;战圣项链
1410006;圣·毁灭圣角
1410007;圣·毁灭圣角
516353;强攻
1410009;圣·毁灭圣角
1410010;圣·毁灭圣角
1410011;圣·毁灭圣角
516354;强攻
131209;虎翼项链
1410014;圣·毁灭圣角
1410015;圣·毁灭圣角
516355;强攻
1410017;圣·毁灭圣角
1410018;圣·毁灭圣角
1410019;圣·毁灭圣角
516356;强攻
131210;荒雷项链
1410022;圣·毁灭圣角
1410023;圣·毁灭圣角
516357;强攻
1410025;圣·毁灭圣角
1410026;圣·毁灭圣角
1410027;圣·毁灭圣角
516358;强攻
131211;曜阳项链
1410030;圣·毁灭圣角
1410031;圣·毁灭圣角
516359;强攻
1410033;圣·毁灭圣角
1410034;圣·毁灭圣角
1410035;圣·毁灭圣角
516360;强攻
131212;混沌项链
1410038;圣·毁灭圣角
1410039;圣·毁灭圣角
516361;强攻
1410041;圣·毁灭圣角
1410042;圣·毁灭圣角
1410043;圣·毁灭圣角
516362;强攻
131213;逐日战链
1410046;圣·毁灭圣角
1410047;圣·毁灭圣角
516363;强攻
1410049;圣·毁灭圣角
1410050;圣·毁灭圣角
1410051;圣·毁灭圣角
516364;强攻
131214;王者战链
1410054;圣·毁灭圣角
1410055;圣·毁灭圣角
516365;强攻
1410057;圣·毁灭圣角
1410058;圣·毁灭圣角
1410059;圣·毁灭圣角
516366;强攻
131215;炎龙战链
1410062;圣·毁灭圣角
1410063;圣·毁灭圣角
516367;强攻
1410065;圣·毁灭圣角
1410066;圣·毁灭圣角
1410067;圣·毁灭圣角
516368;强攻
131216;荣耀战链
1410070;圣·毁灭圣角
1410071;圣·毁灭圣角
516369;强攻
1410073;圣·毁灭圣角
1410074;圣·毁灭圣角
1410075;圣·毁灭圣角
516370;强攻
131217;虎威战链
1410078;圣·毁灭圣角
1410079;圣·毁灭圣角
516371;强攻
1410081;圣·毁灭圣角
1410082;圣·毁灭圣角
1410083;圣·毁灭圣角
516372;强攻
131218;天龙战链
1410086;圣·毁灭圣角
1410087;圣·毁灭圣角
516373;强攻
1410089;圣·毁灭圣角
1410090;圣·毁灭圣角
1410091;圣·毁灭圣角
516374;强攻
131219;主宰战链
1410094;圣·毁灭圣角
1410095;圣·毁灭圣角
516375;强攻
1410097;圣·毁灭圣角
1410098;圣·毁灭圣角
1410099;圣·毁灭圣角
516376;强攻
131220;浩月战链
516377;强攻
250001;战纹精华宝箱
516378;强攻
131221;乾坤战链
516379;强攻
250002;战纹精华宝箱
516380;强攻
131222;乾坤战链
250003;战纹精华宝箱
250004;战纹精华宝箱
500001;战纹槽
250005;战纹精华宝箱
500003;50精华
250006;战纹精华宝箱
500005;500精华
250007;战纹精华宝箱
500007;战纹精华
250008;战纹精华宝箱
500009;橙色战纹宝箱
508201;地镯
250009;战纹精华宝箱
508202;地镯
500011;战纹碎片（小）
508203;地镯
250010;战纹精华宝箱
508204;地镯
508205;地镯
250011;战纹精华宝箱
508206;地镯
508207;地镯
250012;战纹精华宝箱
508208;地镯
508209;地镯
516401;强攻
250013;战纹精华宝箱
508210;地镯
516402;强攻
508211;地镯
516403;强攻
250014;战纹精华宝箱
508212;地镯
516404;强攻
508213;地镯
516405;强攻
250015;战纹精华宝箱
508214;地镯
516406;强攻
508215;地镯
516407;强攻
250016;战纹精华宝箱
508216;地镯
516408;强攻
508217;地镯
516409;强攻
250017;战纹精华宝箱
508218;地镯
516410;强攻
508219;地镯
516411;强攻
250018;战纹精华宝箱
508220;地镯
516412;强攻
508221;地镯
516413;强攻
250019;战纹精华宝箱
508222;地镯
516414;强攻
508223;地镯
516415;强攻
250020;战纹精华宝箱
508224;地镯
516416;强攻
508225;地镯
516417;强攻
250021;战纹精华宝箱
508226;地镯
516418;强攻
508227;地镯
516419;强攻
250022;战纹精华宝箱
508228;地镯
516420;强攻
172201;六角鞋子
516421;强攻
250023;战纹精华宝箱
508230;地镯
516422;强攻
172202;蛇瞳鞋子
516423;强攻
250024;战纹精华宝箱
508232;地镯
516424;强攻
172203;魔力鞋子
516425;强攻
250025;战纹精华宝箱
508234;地镯
516426;强攻
172204;魔力鞋子
516427;强攻
250026;战纹精华宝箱
344401;天心·下篇
516428;强攻
172205;朱雀鞋子
516429;强攻
250027;战纹精华宝箱
344403;天心·下篇
516430;强攻
172206;朱雀鞋子
516431;强攻
250028;战纹精华宝箱
344405;天心·下篇
516432;强攻
172207;法神鞋子
516433;强攻
250029;战纹精华宝箱
508242;地镯
516434;强攻
172208;法神鞋子
516435;强攻
250030;战纹精华宝箱
508244;地镯
516436;强攻
172209;天狼鞋子
516437;强攻
250031;战纹精华宝箱
508246;地镯
516438;强攻
172210;苍炎鞋子
516439;强攻
250032;战纹精华宝箱
508248;地镯
516440;强攻
172211;月影鞋子
516441;强攻
250033;战纹精华宝箱
508250;地镯
516442;强攻
172212;轮回鞋子
516443;强攻
250034;战纹精华宝箱
508252;地镯
516444;强攻
172213;逐日法靴
516445;强攻
250035;战纹精华宝箱
508254;地镯
516446;强攻
172214;王者法靴
516447;强攻
250036;战纹精华宝箱
508256;地镯
516448;强攻
172215;炎龙法靴
516449;强攻
250037;战纹精华宝箱
508258;地镯
516450;强攻
172216;荣耀法靴
516451;强攻
250038;战纹精华宝箱
508260;地镯
516452;强攻
172217;虎威法靴
516453;强攻
250039;战纹精华宝箱
516454;强攻
172218;天龙法靴
516455;强攻
250040;战纹精华宝箱
516456;强攻
172219;主宰法靴
516457;强攻
250041;战纹精华宝箱
516458;强攻
172220;浩月法靴
516459;强攻
250042;战纹精华宝箱
516460;强攻
172221;乾坤法靴
516461;强攻
250043;战纹精华宝箱
516462;强攻
172222;乾坤法靴
516463;强攻
250044;战纹精华宝箱
516464;强攻
516465;强攻
250045;战纹精华宝箱
516466;强攻
516467;强攻
250046;战纹精华宝箱
516468;强攻
516469;强攻
250047;战纹精华宝箱
516470;强攻
516471;强攻
250048;战纹精华宝箱
516472;强攻
516473;强攻
250049;战纹精华宝箱
516474;强攻
516475;强攻
250050;战纹精华宝箱
516476;强攻
516477;强攻
250051;战纹精华宝箱
516478;强攻
200901;功勋宝盒
516479;强攻
250052;战纹精华宝箱
516480;强攻
200902;材料礼包
516481;强攻
250053;战纹精华宝箱
516482;强攻
200903;活跃度礼包
516483;强攻
250054;战纹精华宝箱
516484;强攻
200904;活跃度礼包
205000;战灵进阶丹
516485;强攻
250055;战纹精华宝箱
516486;强攻
200905;BOSS积分宝盒
205001;战灵潜能丹
516487;强攻
250056;战纹精华宝箱
516488;强攻
200906;神兵经验丹
205002;战灵飞升丹
516489;强攻
250057;战纹精华宝箱
516490;强攻
200907;感恩礼包
205003;庚金白虎
516491;强攻
250058;战纹精华宝箱
516492;强攻
200908;节日礼包
205004;太阳星君
516493;强攻
250059;战纹精华宝箱
410001;上古魔魂斗笠
516494;强攻
200909;送豪礼礼包
205005;火德星君
516495;强攻
250060;战纹精华宝箱
410003;上古魔魂披风
516496;强攻
200910;精品圣物宝箱
205006;九幽冥女
516497;强攻
250061;战纹精华宝箱
508306;地镯
516498;强攻
200911;极品圣物宝箱
205007;九霄神女
516499;强攻
250062;战纹精华宝箱
508308;地镯
200912;神品圣物宝箱
205008;东皇战魂
250063;战纹精华宝箱
508310;地镯
200913;1转神装宝箱
205009;东皇战魄
250064;战纹精华宝箱
508312;地镯
200914;2转神装宝箱
205010;九尾灵狐
205011;通天牛魔
205012;混世魔猿
205013;白骨魔君
205014;乱世妖姬
205081;汲魂剑姬
250065;战纹精华宝箱
508314;地镯
200915;3转神装宝箱
508315;地镯
250066;战纹精华宝箱
508316;地镯
200916;4转神装宝箱
508317;地镯
250067;战纹精华宝箱
508318;地镯
200917;5转神装宝箱
508319;地镯
250068;战纹精华宝箱
508320;地镯
200918;6转神装宝箱
508321;地镯
250069;战纹精华宝箱
508322;地镯
200919;7转神装宝箱
508323;地镯
250070;战纹精华宝箱
508324;地镯
200920;8转神装宝箱
508325;地镯
250071;战纹精华宝箱
508326;地镯
200921;9转神装宝箱
508327;地镯
250072;战纹精华宝箱
508328;地镯
200922;10转神装宝箱
508329;地镯
250073;战纹精华宝箱
508330;地镯
200923;11转神装宝箱
508331;地镯
250074;战纹精华宝箱
508332;地镯
200924;12转神装宝箱
508333;地镯
250075;战纹精华宝箱
508334;地镯
1509001;神·嗜血鬼爪
1509002;神·嗜血鬼爪
200925;红色战纹任选宝箱
508335;地镯
1509005;神·嗜血鬼爪
1509006;神·嗜血鬼爪
250076;战纹精华宝箱
508336;地镯
1509009;神·嗜血鬼爪
1509010;神·嗜血鬼爪
200926;如意圣魂
508337;地镯
1509013;神·嗜血鬼爪
1509014;神·嗜血鬼爪
250077;战纹精华宝箱
508338;地镯
1509017;神·嗜血鬼爪
1509018;神·嗜血鬼爪
200927;如意圣魂
508339;地镯
1509021;神·嗜血鬼爪
1509022;神·嗜血鬼爪
250078;战纹精华宝箱
508340;地镯
1509025;神·嗜血鬼爪
1509026;神·嗜血鬼爪
200928;如意圣魂
508341;地镯
1509029;神·嗜血鬼爪
1509030;神·嗜血鬼爪
250079;战纹精华宝箱
508342;地镯
1509033;神·嗜血鬼爪
1509034;神·嗜血鬼爪
200929;合服消费第1名
508343;地镯
1509037;神·嗜血鬼爪
1509038;神·嗜血鬼爪
250080;战纹精华宝箱
508344;地镯
1509041;神·嗜血鬼爪
1509042;神·嗜血鬼爪
200930;合服消费第2-3名
508345;地镯
1509045;神·嗜血鬼爪
1509046;神·嗜血鬼爪
250081;战纹精华宝箱
508346;地镯
1509049;神·嗜血鬼爪
131301;新手项链
200931;合服消费第4-5名
508347;地镯
1509053;神·嗜血鬼爪
1509054;神·嗜血鬼爪
250082;战纹精华宝箱
508348;地镯
1509057;神·嗜血鬼爪
131302;魔鬼项链
200932;合服消费第6-20名
508349;地镯
1509061;神·嗜血鬼爪
1509062;神·嗜血鬼爪
250083;战纹精华宝箱
508350;地镯
1509065;神·嗜血鬼爪
131303;力量项链
200933;战士极品圣魂
508351;地镯
1509069;神·嗜血鬼爪
1509070;神·嗜血鬼爪
250084;战纹精华宝箱
508352;地镯
1509073;神·嗜血鬼爪
131304;力量项链
200934;法师极品圣魂
508353;地镯
1509077;神·嗜血鬼爪
1509078;神·嗜血鬼爪
250085;战纹精华宝箱
508354;地镯
1509081;神·嗜血鬼爪
131305;白虎项链
200935;道士极品圣魂
508355;地镯
1509085;神·嗜血鬼爪
1509086;神·嗜血鬼爪
250086;战纹精华宝箱
508356;地镯
1509089;神·嗜血鬼爪
131306;白虎项链
200936;矿锄
508357;地镯
1509093;神·嗜血鬼爪
1509094;神·嗜血鬼爪
250087;战纹精华宝箱
508358;地镯
1509097;神·嗜血鬼爪
131307;战圣项链
200937;中级活跃礼包
508359;地镯
250088;战纹精华宝箱
508360;地镯
131308;战圣项链
200938;高级活跃礼包
508361;地镯
250089;战纹精华宝箱
508362;地镯
131309;虎翼项链
200939;小试身手礼包
508363;地镯
250090;战纹精华宝箱
508364;地镯
131310;荒雷项链
200940;大展宏图礼包
508365;地镯
250091;战纹精华宝箱
508366;地镯
131311;曜阳项链
200941;豪气干云礼包
508367;地镯
250092;战纹精华宝箱
508368;地镯
131312;混沌项链
